Glottocode	Smallest_Island_group	Smallest_Island_group_main	Language_name	Glottocode_language_level	level	country_ids	Near_Remote_Oceania	Subsubgroupings	Oceania_subregion	Boxplot_groups	Abberancy_group	Macroarea	desc_status	Island group	Latitude	Longitude	Family_name	boxplot_color	Abberancy_group_color
moii1235	NA	NA	Moi (Indonesia)	moii1235	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-0.96532	131.52	West Bird's Head	NA	NA
kala1256	NA	NA	Kalabra	kala1256	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-1.43074	131.617	West Bird's Head	NA	NA
watu1247	NA	NA	Watubela	watu1247	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.47294	131.641	Austronesian	NA	NA
asss1237	NA	NA	As	asss1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-0.75267	131.728	Austronesian	NA	NA
teor1240	NA	NA	Teor	teor1240	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.74159	131.737	Austronesian	NA	NA
mora1239	NA	NA	Moraid	mora1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.04083	131.965	West Bird's Head	NA	NA
tehi1237	NA	NA	Tehit	tehi1237	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-1.51049	131.985	West Bird's Head	NA	NA
kurr1245	NA	NA	Kur	kurr1245	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.34077	131.986	Austronesian	NA	NA
kond1303	NA	NA	Konda	kond1303	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	specific_feature	NA	-1.82635	132.06	Konda-Yahadian	NA	NA
onin1245	NA	NA	Onin	onin1245	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.75976	132.062	Austronesian	NA	NA
onin1237	NA	NA	Onin Pidgin	onin1237	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	NA	NA	-2.83	132.083	Pidgin	NA	NA
yaha1248	NA	NA	Yahadian	yaha1248	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	specific_feature	NA	-1.94317	132.096	Konda-Yahadian	NA	NA
suab1238	NA	NA	Suabo	suab1238	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.07971	132.157	Inanwatan	NA	NA
ihaa1241	NA	NA	Iha	ihaa1241	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.81013	132.271	West Bomberai	NA	NA
ihab1241	NA	NA	Iha Based Pidgin	ihab1241	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	NA	NA	-2.935	132.294	Pidgin	NA	NA
pura1253	NA	NA	Puragi	pura1253	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	specific_feature	NA	-2.05779	132.304	South Bird's Head Family	NA	NA
kais1235	NA	NA	Kais	kais1235	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	specific_feature	NA	-1.78077	132.312	South Bird's Head Family	NA	NA
abun1252	NA	NA	Abun	abun1252	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-0.57073	132.416	NA	NA	NA
koko1265	NA	NA	Kokoda	koko1265	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	specific_feature	NA	-2.12872	132.449	South Bird's Head Family	NA	NA
seka1247	NA	NA	Sekar	seka1247	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.65849	132.469	Austronesian	NA	NA
kabu1249	NA	NA	Kaburi	kabu1249	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	specific_feature	NA	-1.92547	132.528	South Bird's Head Family	NA	NA
argu1237	NA	NA	Arguni	argu1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.645798	132.5556	Austronesian	NA	NA
bedo1237	NA	NA	Bedoanas	bedo1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.74438	132.566	Austronesian	NA	NA
maib1239	NA	NA	Maybrat-Karon	maib1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-1.3679	132.591	NA	NA	NA
baha1258	NA	NA	Baham	baha1258	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-3.10628	132.637	West Bomberai	NA	NA
karo1303	NA	NA	Karon Dori	karo1303	dialect	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	NA	NA	-0.7871	132.663	NA	NA	NA
kara1499	NA	NA	Kalamang	kara1499	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-3.47037	132.678	West Bomberai	NA	NA
erok1237	NA	NA	Erokwanas	erok1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.83746	132.705	Austronesian	NA	NA
urua1244	NA	NA	Uruangnirin	urua1244	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.45498	132.745	Austronesian	NA	NA
morb1239	NA	NA	Mor (Bomberai Peninsula)	morb1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.85747	132.845	NA	NA	NA
aran1237	NA	NA	Arandai	aran1237	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.08016	132.983	South Bird's Head Family	NA	NA
kemb1235	NA	NA	Kemberano	kemb1235	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.24495	132.988	South Bird's Head Family	NA	NA
keii1239	NA	NA	Kei	keii1239	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-5.63948	133.02	Austronesian	NA	NA
band1355	NA	NA	Banda (Indonesia)	band1355	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-5.42138	133.142	Austronesian	NA	NA
mosk1236	NA	NA	Moskona	mosk1236	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-1.62201	133.145	East Bird's Head	NA	NA
mpur1239	NA	NA	Mpur	mpur1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-0.7489	133.166	NA	NA	NA
tana1288	NA	NA	Tanahmerah	tana1288	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.5523	133.18	NA	NA	NA
buru1308	NA	NA	Buruwai	buru1308	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.54561	133.327	Nuclear Trans New Guinea	NA	NA
kowi1239	NA	NA	Kowiai	kowi1239	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.21954	133.468	Austronesian	NA	NA
kamb1302	NA	NA	Kamberau	kamb1302	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.53189	133.518	Nuclear Trans New Guinea	NA	NA
irar1238	NA	NA	Irarutu	irar1238	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar	NA	-2.94438	133.586	Austronesian	NA	NA
meya1236	NA	NA	Meyah	meya1236	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-1.18016	133.618	East Bird's Head	NA	NA
mani1235	NA	NA	Sougb	mani1235	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-1.49611	133.95	East Bird's Head	NA	NA
wand1267	NA	NA	Wandamen	wand1267	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.25622	133.996	Austronesian	NA	NA
mans1260	NA	NA	Mansim	mans1260	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	NA	NA	-0.915054	134.011116	Hatam-Mansim	NA	NA
hata1243	NA	NA	Hatam	hata1243	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-1.13531	134.037	Hatam-Mansim	NA	NA
nucl1594	NA	NA	Mairasi	nucl1594	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-3.4511	134.071	Mairasic	NA	NA
kuri1260	NA	NA	Nabi	kuri1260	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.80683	134.098	Austronesian	NA	NA
west2538	NA	NA	West Tarangan	west2538	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.62046	134.168	Austronesian	NA	NA
ujir1237	NA	NA	Ujir	ujir1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.69329	134.257	Austronesian	NA	NA
east2465	NA	NA	East Tarangan	east2465	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	comparative	NA	-6.76213	134.288	Austronesian	NA	NA
mano1275	NA	NA	Manombai	mano1275	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.94468	134.329	Austronesian	NA	NA
kare1339	NA	NA	Karey	kare1339	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	comparative	NA	-6.74181	134.375	Austronesian	NA	NA
meos1237	NA	NA	Meoswar	meos1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.07828	134.378	Austronesian	NA	NA
dusn1237	NA	NA	Dusner	dusn1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.73859	134.391	Austronesian	NA	NA
lora1237	NA	NA	Lorang	lora1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	comparative	NA	-6.30338	134.41	Austronesian	NA	NA
semi1264	NA	NA	Semimi	semi1264	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.7155300000000002	134.454	Mairasic	NA	NA
tand1253	NA	NA	Tandia	tand1253	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.84228	134.532	Austronesian	NA	NA
roon1237	NA	NA	Roon	roon1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.43005	134.556	Austronesian	NA	NA
kola1285	NA	NA	Kola	kola1285	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-5.48833	134.592	Austronesian	NA	NA
koba1240	NA	NA	Koba	koba1240	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-6.47901	134.61	Austronesian	NA	NA
dobe1238	NA	NA	Dobel	dobe1238	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-6.32531	134.638	Austronesian	NA	NA
yere1243	NA	NA	Yeretuar	yere1243	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.01713	134.656	Austronesian	NA	NA
bara1367	NA	NA	Barakai	bara1367	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	comparative	NA	-6.7394	134.671	Austronesian	NA	NA
merr1239	NA	NA	Mer	merr1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	comparative	NA	-3.3828	134.731	Mairasic	NA	NA
komp1237	NA	NA	Kompane	komp1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	comparative	NA	-5.64348	134.742	Austronesian	NA	NA
batu1258	NA	NA	Batuley	batu1258	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar	NA	-5.814412	134.784314	Austronesian	NA	NA
lola1248	NA	NA	Lola	lola1248	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	comparative	NA	-6.34188	134.879	Austronesian	NA	NA
yaur1239	NA	NA	Yaur	yaur1239	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.32519	134.879	Austronesian	NA	NA
mari1430	NA	NA	Mariri	mari1430	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	comparative	NA	-6.15097	134.88107	Austronesian	NA	NA
ires1239	NA	NA	Yerisiam	ires1239	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	phonology	NA	-3.62803	135.025	Austronesian	NA	NA
woii1237	NA	NA	Woi	woii1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.62746	135.484	Austronesian	NA	NA
tung1293	NA	NA	Tunggare	tung1293	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.37462	135.551	Geelvink Bay	NA	NA
pomm1237	NA	NA	Pom	pomm1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.64224	135.619	Austronesian	NA	NA
mara1397	NA	NA	Marau	mara1397	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.66738	135.797	Austronesian	NA	NA
ansu1237	NA	NA	Ansus	ansu1237	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	specific_feature	NA	-1.7543	135.866	Austronesian	NA	NA
biak1248	NA	NA	Biak	biak1248	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar	NA	-0.9523	135.879	Austronesian	NA	NA
kamo1255	NA	NA	Kamoro	kamo1255	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-4.30433	135.883	Nuclear Trans New Guinea	NA	NA
papu1251	NA	NA	Papuma	papu1251	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.77301	135.907	Austronesian	NA	NA
mung1269	NA	NA	Munggui	mung1269	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.66773	135.918	Austronesian	NA	NA
morm1235	NA	NA	Mor (Mor Islands)	morm1235	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.87055	135.95	Austronesian	NA	NA
ekar1243	NA	NA	Ekari	ekar1243	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-3.88974	136.018	Nuclear Trans New Guinea	NA	NA
busa1254	NA	NA	Busami	busa1254	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.73681	136.032	Austronesian	NA	NA
bura1276	NA	NA	Burate	bura1276	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.79301	136.038	Geelvink Bay	NA	NA
awer1241	NA	NA	Awera	awer1241	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	phonology	NA	-2.71886	136.063	Lakes Plain	NA	NA
auye1238	NA	NA	Auye	auye1238	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-3.43705	136.096	Nuclear Trans New Guinea	NA	NA
kehu1238	NA	NA	Kehu	kehu1238	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.19328	136.14	NA	NA	NA
seru1244	NA	NA	Serui-Laut	seru1244	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.87766	136.252	Austronesian	NA	NA
nucl1454	NA	NA	Yawa	nucl1454	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-1.77196	136.263	Yawa-Saweru	NA	NA
sawe1240	NA	NA	Saweru	sawe1240	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.91473	136.296	Yawa-Saweru	NA	NA
rasa1243	NA	NA	Rasawa	rasa1243	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.37609	136.352	Lakes Plain	NA	NA
daoo1238	NA	NA	Dao	daoo1238	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	overview	NA	-3.28643	136.421	Nuclear Trans New Guinea	NA	NA
wori1246	NA	NA	Woria	wori1246	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	overview	NA	-2.37997	136.519	Geelvink Bay	NA	NA
amba1265	NA	NA	Ambai	amba1265	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar	NA	-1.88126	136.526	Austronesian	NA	NA
waro1242	NA	NA	Waropen	waro1242	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar	NA	-2.31142	136.633	Austronesian	NA	NA
demi1242	NA	NA	Demisa	demi1242	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.54564	136.694	Geelvink Bay	NA	NA
wola1243	NA	NA	Wolani	wola1243	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.41642	136.703	Nuclear Trans New Guinea	NA	NA
tefa1238	NA	NA	Tefaro	tefa1238	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	overview	NA	-2.35042	136.753	Geelvink Bay	NA	NA
wabo1240	NA	NA	Wabo	wabo1240	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.77297	136.757	Austronesian	NA	NA
saur1251	NA	NA	Sauri	saur1251	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	overview	NA	-2.33349	136.79	Geelvink Bay	NA	NA
kofe1239	NA	NA	Kofei	kofe1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	overview	NA	-2.414345	136.813619	Geelvink Bay	NA	NA
fayu1238	NA	NA	Fayu	fayu1238	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	phonology	NA	-3.14497	136.867	Lakes Plain	NA	NA
moni1261	NA	NA	Moni	moni1261	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-3.72962	136.886	Nuclear Trans New Guinea	NA	NA
taus1252	NA	NA	Tause	taus1252	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	phonology	NA	-2.8406	136.899	Lakes Plain	NA	NA
kuru1305	NA	NA	Kurudu	kuru1305	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.8444	137.018	Austronesian	NA	NA
bara1375	NA	NA	Barapasi	bara1375	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.28732	137.054	Geelvink Bay	NA	NA
kiri1256	NA	NA	Kirikiri	kiri1256	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	phonology	NA	-3.18494	137.282	Lakes Plain	NA	NA
edop1238	NA	NA	Edopi	edop1238	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-3.11078	137.387	Lakes Plain	NA	NA
dama1272	NA	NA	Damal	dama1272	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	specific_feature	NA	-4.17345	137.496	NA	NA	NA
ware1253	NA	NA	Warembori	ware1253	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-1.65941	137.566	Austronesian	NA	NA
semp1241	NA	NA	Sempan	semp1241	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-5.17582	137.588	Nuclear Trans New Guinea	NA	NA
nisa1239	NA	NA	Nisa-Anasi	nisa1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	overview	NA	-1.95386	137.6	Geelvink Bay	NA	NA
bauz1241	NA	NA	Bauzi	bauz1241	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar	NA	-2.44717	137.629	Geelvink Bay	NA	NA
demm1245	NA	NA	Dem	demm1245	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.72183	137.632	NA	NA	NA
wano1243	NA	NA	Wano	wano1243	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-3.47858	137.678	Nuclear Trans New Guinea	NA	NA
biri1259	NA	NA	Biritai	biri1259	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.92042	137.68	Lakes Plain	NA	NA
iauu1242	NA	NA	Iau	iauu1242	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-3.1453700000000002	137.69	Lakes Plain	NA	NA
pauw1243	NA	NA	Pauwi	pauw1243	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	NA	NA	-1.65	137.8	Austronesian	NA	NA
bagu1251	NA	NA	Bagusa	bagu1251	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.98844	137.914	Greater Kwerba	NA	NA
obok1239	NA	NA	Obokuitai	obok1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.88029	137.924	Lakes Plain	NA	NA
duvl1242	NA	NA	Duvle	duvl1242	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	new_testament	NA	-3.21832	137.964	Lakes Plain	NA	NA
ndom1245	NA	NA	Ndom	ndom1245	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-7.93553	138.019	Kolopom	NA	NA
trim1239	NA	NA	Trimuris	trim1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	comparative	NA	-2.15863	138.027	Greater Kwerba	NA	NA
yoke1238	NA	NA	Yoke	yoke1238	language	ID	Near Oceania	New Guinea  Austronesian	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.68798	138.028	Austronesian	NA	NA
erit1239	NA	NA	Eritai	erit1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.71182	138.053	Lakes Plain	NA	NA
kone1241	NA	NA	Koneraw	kone1241	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-8.37424	138.0675	Mombum-Koneraw	NA	NA
kwer1264	NA	NA	Kwerisa	kwer1264	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.99145	138.135	Lakes Plain	NA	NA
kauw1242	NA	NA	Kauwera	kauw1242	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.22799	138.157	Greater Kwerba	NA	NA
airo1242	NA	NA	Airoran	airo1242	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.8522	138.158	Greater Kwerba	NA	NA
kaiy1239	NA	NA	Kaiy	kaiy1239	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.94448	138.161	Lakes Plain	NA	NA
burm1264	NA	NA	Burmeso	burm1264	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.47582	138.203	NA	NA	NA
west2594	NA	NA	Western Dani	west2594	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-3.77127	138.217	Nuclear Trans New Guinea	NA	NA
dout1240	NA	NA	Doutai	dout1240	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	phonology	NA	-3.24832	138.22	Lakes Plain	NA	NA
sika1263	NA	NA	Sikaritai	sika1263	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	specific_feature	NA	-2.80285	138.287	Lakes Plain	NA	NA
mass1263	NA	NA	Massep	mass1263	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	minimal	NA	-1.74679	138.294	NA	NA	NA
sama1240	NA	NA	Samarokena	sama1240	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-1.84878	138.34	Greater Kwerba	NA	NA
kima1246	NA	NA	Kimaama	kima1246	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-8.01899	138.355	Kolopom	NA	NA
nort2917	NA	NA	Momogo-Pupis-Irogo	nort2917	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.89854	138.405	Nuclear Trans New Guinea	NA	NA
ndug1245	NA	NA	Nduga	ndug1245	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-4.34043	138.411	Nuclear Trans New Guinea	NA	NA
kwer1263	NA	NA	Kwerba Mamberamo	kwer1263	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-2.56457	138.436	Greater Kwerba	NA	NA
wari1264	NA	NA	Waritai	wari1264	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	wordlist	NA	-3.23021	138.456	Lakes Plain	NA	NA
cent2117	NA	NA	Central Asmat	cent2117	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar	NA	-5.80391	138.471	Nuclear Trans New Guinea	NA	NA
rian1263	NA	NA	Riantana	rian1263	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-7.50746	138.484	Kolopom	NA	NA
nucl1595	NA	NA	Kwerba	nucl1595	language	ID	Near Oceania	New Guinea Other	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-2.2137	138.486	Greater Kwerba	NA	NA
casu1237	NA	NA	Casuarina Coast Asmat	casu1237	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	wordlist	NA	-6.43005	138.566	Nuclear Trans New Guinea	NA	NA
yaos1235	NA	NA	Yaosakor Asmat	yaos1235	language	ID	Near Oceania	Nuclear Trans New Guinea	Melanesia	NA	NA	Papunesia	grammar_sketch	NA	-5.61024	138.582	Nuclear Trans New Guinea	NA	NA
