Glottocode	Smallest_Island_group	Smallest_Island_group_main	Language_name	Glottocode_language_level	level	country_ids	Near_Remote_Oceania	Subsubgroupings	Oceania_subregion	Boxplot_groups	Abberancy_group	Macroarea	desc_status	Island group	Latitude	Longitude	Family_name	boxplot_color	Abberancy_group_color
namo1248	Viti Levu	Viti Levu	Namosi-Naitasiri-Serua	namo1248	language	FJ	Remote Oceania	Fiji	Melanesia	Central Pacific	Central Pacific	Papunesia	comparative	Namosi,Viti Levu	-18.5308	177.637	Austronesian	#377eb8	#e41a1c
nang1262	Nendö	Nendö	Nanggu	nang1262	language	SB	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Temotu	Papunesia	grammar	Nendö	-10.7441	165.887	Austronesian	#984ea3	NA
nara1263	Santo	Santo	Narango	nara1263	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Santo	-15.5259	167.047	Austronesian	#984ea3	#4daf4a
nasa1240	Malakula	Malakula	Nasarian	nasa1240	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Malakula	-16.3497	167.414	Austronesian	#984ea3	#4daf4a
nasv1234	Malakula	Malakula	Nasvang	nasv1234	language	ID	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	NA	Malakula	-16.458173	167.639563	Austronesian	#984ea3	#4daf4a
nati1244	Malakula	Malakula	Nati	nati1244	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	NA	Malakula	-16.468709	167.496054	Austronesian	#984ea3	#4daf4a
natu1246	Nendö	Nendö	Natügu	natu1246	language	SB	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Temotu	Papunesia	grammar_sketch	Nendö	-10.6771	165.835	Austronesian	#984ea3	NA
naur1243	Nauru	Nauru	Nauru	naur1243	language	NR	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	grammar_sketch	Nauru	-0.52957	166.922	Austronesian	#e41a1c	#984ea3
navu1237	Santo	Santo	Navut	navu1237	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Santo	-15.3169	166.798	Austronesian	#984ea3	#4daf4a
navw1234	Malakula	Malakula	Navwien	navw1234	language	ID	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	NA	Malakula	-16.502947	167.554419	Austronesian	#984ea3	#4daf4a
neku1237	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Neku	neku1237	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	specific_feature	Kanaky (New Caledonia main island)	-21.6524	165.578	Austronesian	#4daf4a	#ff8a2b
nemi1240	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Nemi	nemi1240	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	specific_feature	Kanaky (New Caledonia main island)	-20.6791	164.797	Austronesian	#4daf4a	#ff8a2b
neng1238	Nengone	Nengone	Nengone	neng1238	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	grammar	Nengone	-21.5305	167.964	Austronesian	#4daf4a	#ff8a2b
nese1235	Malakula	Malakula	Nese	nese1235	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	NA	Malakula	-15.952608	167.222769	Austronesian	#984ea3	#4daf4a
ngul1236	Nguluwan	Nguluwan	Nguluwan	ngul1236	language	FM	Remote Oceania	Micronesian nonOceanic	Micronesia	Micronesia	Micronesia	Papunesia	wordlist	Nguluwan	8.45	137.34	Austronesian	#e41a1c	#984ea3
nisv1234	Malakula	Malakula	Nisvai	nisv1234	language	ID	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	NA	Malakula	-16.41306	167.785556	Austronesian	#984ea3	#4daf4a
niti1249	Malakula	Malakula	Nitita	niti1249	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	NA	Malakula	-16.2	167.46	Austronesian	#984ea3	#4daf4a
niua1240	Niuafoou	Niuafoou	Niuafo'ou	niua1240	language	TO	Remote Oceania	Western Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Niuatoputapu	-15.6014	-175.64	Austronesian	#377eb8	#e41a1c
niua1241	Niuatoputapu	Niuatoputapu	Niuatoputapu	niua1241	language	TO	Remote Oceania	Western Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	wordlist	Niuafoou	-15.957686	-173.778333	Austronesian	#377eb8	#e41a1c
niue1239	Niue	Niue	Niuean	niue1239	language	NU	Remote Oceania	Western Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Niue	-19.06	-169.86	Austronesian	#377eb8	#e41a1c
noku1237	Santo	Santo	Nokuku	noku1237	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar_sketch	Santo	-14.8974	166.603	Austronesian	#984ea3	#4daf4a
nort2836	Mataso, Etarik, Efate	Efate	North Efate	nort2836	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar_sketch	Efate	-17.5774	168.375	Austronesian	#984ea3	#4daf4a
nort2839	Ambrym	Ambrym	North Ambrym	nort2839	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar_sketch	Ambrym	-16.1741	168.14	Austronesian	#984ea3	#4daf4a
nort2843	Viti Levu	Viti Levu	North East Fijian	fiji1243	language	FJ	Remote Oceania	Fiji	Melanesia	Central Pacific	Central Pacific	Papunesia	NA	NA	NA	NA	Austronesian	#377eb8	#e41a1c
nort2845	North Marquesas	North Marquesas	North Marquesan	nort2845	language	PF	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	North Marquesas	-8.89412	-140.108	Austronesian	#377eb8	#e41a1c
nort2847	Tanna	Tanna	North Tanna	nort2847	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Southern Vanuatu	Papunesia	phonology	Tanna	-19.3733	169.303	Austronesian	#984ea3	NA
nuku1258	Nukumanu	Nukumanu	Nukumanu	nuku1258	language	PG	Remote Oceania	Polynesian Outlier	Polynesia	Central Pacific	Central Pacific	Papunesia	wordlist	Nukumanu	-4.576321	159.48537	Austronesian	#377eb8	#e41a1c
nuku1259	Nukuria	Nukuria	Nukuria	nuku1259	language	PG	Remote Oceania	Polynesian Outlier	Polynesia	Central Pacific	Central Pacific	Papunesia	wordlist	Nukuria	-3.40038	154.731	Austronesian	#377eb8	#e41a1c
nuku1260	Nukuoro	Nukuoro	Nukuoro	nuku1260	language	FM	Remote Oceania	Polynesian Outlier	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar_sketch	Nukuoro	3.84	154.975	Austronesian	#377eb8	#e41a1c
nume1241	Gaua	Gaua	Nume	nume1241	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Northern Vanuatu	Papunesia	wordlist	Gaua	-14.230149	167.593474	Austronesian	#984ea3	NA
nume1242	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Numee	nume1242	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	specific_feature	Kanaky (New Caledonia main island)	-22.2689	166.705	Austronesian	#4daf4a	#ff8a2b
nyal1254	Belep	Belep	Belep	nyal1254	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	grammar	Bélep	-19.72	163.66	Austronesian	#4daf4a	#ff8a2b
onto1237	Luangiua	Luangiua	Luangiua	onto1237	language	SB	Remote Oceania	Polynesian Outlier	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Luangiua	-5.49029	159.701	Austronesian	#377eb8	#e41a1c
orko1234	Ambrym	Ambrym	Orkon-Fanbak	orko1234	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	comparative	Ambrym	-16.25	167	Austronesian	#984ea3	#4daf4a
orow1242	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Orowe	orow1242	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	specific_feature	Kanaky (New Caledonia main island)	-21.6269	165.473	Austronesian	#4daf4a	#ff8a2b
paaf1237	Paafang	Paafang	Pááfang	paaf1237	language	FM	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	wordlist	Pááfang	8.610194	152.240167	Austronesian	#e41a1c	#984ea3
paam1238	Paama, Lopevi	Paama	Paama	paam1238	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar	Paama	-16.47548	168.23693	Austronesian	#984ea3	#4daf4a
paic1239	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Paicî	paic1239	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	dictionary	Kanaky (New Caledonia main island)	-21.096	165.15	Austronesian	#4daf4a	#ff8a2b
pala1344	Palau	Palau	Palauan	pala1344	language	PW	Remote Oceania	Micronesian nonOceanic	Micronesia	Micronesia	Micronesia	Papunesia	grammar	Palau	7.34138	134.476678	Austronesian	#e41a1c	#984ea3
penr1237	Mangarongaro	Mangarongaro	Māngarongaro	penr1237	language	CK	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar_sketch	Mangarongaro	-9.082238	-157.922908	Austronesian	#377eb8	#e41a1c
piam1242	Santo	Santo	Piamatsina	piam1242	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Santo	-14.9959	166.738	Austronesian	#984ea3	#4daf4a
pije1237	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Pije	pije1237	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	specific_feature	Kanaky (New Caledonia main island)	-20.7824	164.942	Austronesian	#4daf4a	#ff8a2b
pile1238	Duff Islands, Reef Islands	Reef Islands, Duff Islands	Vaeakau-Taumako	pile1238	language	SB	Remote Oceania	Polynesian Outlier	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Fenualoa	-10.173335	166.247188	Austronesian	#377eb8	#e41a1c
ping1243	Pingelap	Pingelap	Pingelapese	ping1243	language	FM GU US	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	grammar_sketch	Pingelap	6.20743	160.711	Austronesian	#e41a1c	#984ea3
pohn1238	Pohnpei, Ngatik	Ngatik, Pohnpei	Pohnpeian	pohn1238	language	FM	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	grammar	Pohnpei	6.87212	158.223	Austronesian	#e41a1c	#984ea3
poll1238	Pollap	Pollap	Pollapese	poll1238	language	FM	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	NA	Pollap	7.638875	149.428723	Austronesian	#e41a1c	#984ea3
polo1242	Santo	Santo	Polonombauk	polo1242	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Santo	-15.4653	167.09	Austronesian	#984ea3	#4daf4a
port1285	Malakula	Malakula	Port Sandwich	port1285	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar	Malakula	-16.4952	167.78	Austronesian	#984ea3	#4daf4a
port1286	Ambrym	Ambrym	Daakie	port1286	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	specific_feature	Ambrym	-16.3083	168.046	Austronesian	#984ea3	#4daf4a
puka1242	Pukapuka	Pukapuka	Pukapuka	puka1242	language	CK	Remote Oceania	Western Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Pukapuka	-10.91	-165.83	Austronesian	#377eb8	#e41a1c
pulu1242	Puluwat	Puluwat	Puluwatese	pulu1242	language	FM	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	grammar	Puluwat	7.35695	149.2005	Austronesian	#e41a1c	#984ea3
pwaa1237	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Pwaamei	pwaa1237	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	specific_feature	Kanaky (New Caledonia main island)	-20.8442	164.77	Austronesian	#4daf4a	#ff8a2b
pwap1237	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Pwapwa	pwap1237	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	specific_feature	Kanaky (New Caledonia main island)	-20.8133	164.556	Austronesian	#4daf4a	#ff8a2b
raiv1237	Raivavae	Raivavae	Raivavae	aust1304	language	FP	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	NA	Raivavae	NA	NA	Austronesian	#377eb8	#e41a1c
raka1237	Rakahanga-Manihiki	Rakahanga-Manihiki	Rakahanga-Manihiki	raka1237	language	CK	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	text	Rakahanga-Manihiki	-10.03	-161.09	Austronesian	#377eb8	#e41a1c
rapa1244	Rapa Nui	Rapa Nui	Rapanui	rapa1244	language	CL	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Rapa Nui	-27.113	-109.342	Austronesian	#377eb8	#e41a1c
rapa1245	Rapa Iti	Rapa Iti	Old Rapa	rapa1245	language	PF	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Rapaiti	-27.6304	-144.338	Austronesian	#377eb8	#e41a1c
raro1241	Nga Pu Toru, Rarotonga, Mangaia	Rarotonga	Southern Cook Island Maori	raro1241	language	CK	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar_sketch	Southern Cook Islands	-21.23	-159.78	Austronesian	#377eb8	#e41a1c
renn1242	Bellona, Rennelle	Bellona, Rennelle	Rennell-Bellona	renn1242	language	SB	Remote Oceania	Polynesian Outlier	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Solomons	-11.6237	160.265	Austronesian	#377eb8	#e41a1c
rere1240	Malakula	Malakula	Rerep	rere1240	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar_sketch	Malakula	-16.2934	167.651	Austronesian	#984ea3	#4daf4a
rima1237	Rimatara	Rimatara	Rimatara	aust1304	language	FP	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	NA	Rimatara	NA	NA	Austronesian	#377eb8	#e41a1c
rori1237	Santo	Santo	Mores	rori1237	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Santo	-15.4048	166.843	Austronesian	#984ea3	#4daf4a
rotu1241	Rotuma	Rotuma	Rotuman	rotu1241	language	FJ	Remote Oceania	Fiji	Melanesia	Central Pacific	Central Pacific	Papunesia	grammar	Rotuma	-12.5008	177.066	Austronesian	#377eb8	#e41a1c
ruru1237	Rurutu	Rurutu	Rurutu	aust1304	language	FP	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	NA	Rurutu	NA	NA	Austronesian	#377eb8	#e41a1c
saaa1241	Pentecost	Pentecost	Sa	saaa1241	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar_sketch	Pentecost	-15.9534	168.228	Austronesian	#984ea3	#4daf4a
saka1289	Santo	Santo	Wanohe	saka1289	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar	Santo	-15.0757	167.051	Austronesian	#984ea3	#4daf4a
samo1305	Samoa	Samoa	Samoan	samo1305	language	AS WS	Remote Oceania	Western Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Samoa	-13.92	-171.83	Austronesian	#377eb8	#e41a1c
sata1237	Satawal	Satawal	Satawalese	sata1237	language	FM	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	grammar	Satawal	7.36084	147.038	Austronesian	#e41a1c	#984ea3
seke1241	Pentecost	Pentecost	Seke (Vanuatu)	seke1241	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar	Pentecost	-15.8839	168.197	Austronesian	#984ea3	#4daf4a
shar1244	Santo	Santo	Ngen	shar1244	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Santo	-15.255284	167.138859	Austronesian	#984ea3	#4daf4a
siee1239	Erromango	Erromango	Sie	siee1239	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Southern Vanuatu	Papunesia	grammar	Erromango	-18.8181	169.166	Austronesian	#984ea3	NA
sika1261	Sikaiana	Sikaiana	Sikaiana	sika1261	language	SB	Remote Oceania	Polynesian Outlier	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar_sketch	Sikaiana	-8.378194	162.72952	Austronesian	#377eb8	#e41a1c
sons1242	Sonsorol	Sonsorol	Sonsorol	sons1242	language	PW	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	grammar	Sonsorol	5.328596	132.221282	Austronesian	#e41a1c	#984ea3
sout2856	Efate	Efate	South Efate	sout2856	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar	Efate	-17.7006	168.377	Austronesian	#984ea3	#4daf4a
sout2857	Malakula	Malakula	Nahavaq	sout2857	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar	Malakula	-16.5116	167.477	Austronesian	#984ea3	#4daf4a
sout2859	Ambrym	Ambrym	Southeast Ambrym	sout2859	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar_sketch	Ambrym	-16.2975	168.211	Austronesian	#984ea3	#4daf4a
sout2864	Viti Levu	Viti Levu	South East Fijian	fiji1243	language	FJ	Remote Oceania	Fiji	Melanesia	Central Pacific	Central Pacific	Papunesia	NA	NA	NA	NA	Austronesian	#377eb8	#e41a1c
sout2866	South Marquesas	South Marquesas	South Marquesan	sout2866	language	PF	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	comparative	South Marquesas	-9.75663	-138.979	Austronesian	#377eb8	#e41a1c
sout2869	Tanna	Tanna	Southwest Tanna	sout2869	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Southern Vanuatu	Papunesia	grammar_sketch	Tanna	-19.57953	169.35603	Austronesian	#984ea3	NA
sowa1244	Pentecost	Pentecost	Sowa	sowa1244	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Pentecost	-15.82653	168.18653	Austronesian	#984ea3	#4daf4a
tahi1242	Raro Matai, Nia Matai	Raro Matai, Nia Matai	Tahitian	tahi1242	language	PF	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Tahiti	-17.6485	-149.45	Austronesian	#377eb8	#e41a1c
taku1257	Takuu	Takuu	Takuu	taku1257	language	PG	Remote Oceania	Polynesian Outlier	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar_sketch	Takuu	-4.773094	157.032085	Austronesian	#377eb8	#e41a1c
tamb1253	Santo	Santo	Tambotalo	tamb1253	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Santo	-15.5004	167.139	Austronesian	#984ea3	#4daf4a
tana1281	Saipan	Saipan	Tanapag	tana1281	language	MP	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	wordlist	Tanapang	15.237	145.757	Austronesian	#e41a1c	#984ea3
tane1237	Vanikoro	Vanikoro	Tanema	tane1237	language	SB	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Temotu	Papunesia	grammar_sketch	Vanikoro	-11.68	166.97	Austronesian	#984ea3	NA
tang1347	Santo, Tangoa	Santo, Tangoa	Movono	tang1347	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar_sketch	Santo	-15.5643	166.958	Austronesian	#984ea3	#4daf4a
tani1255	Utupua	Utupua	Tanimbili	tani1255	language	SB	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Temotu	Papunesia	wordlist	Utupua	-11.2975	166.507	Austronesian	#984ea3	NA
tasm1246	Santo	Santo	Tasmate	tasm1246	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Santo	-15.0792	166.664	Austronesian	#984ea3	#4daf4a
tean1237	Te Anu	Te Anu	Teanu	tean1237	language	SB	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Temotu	Papunesia	grammar_sketch	Te Anu	-11.6752	166.868	Austronesian	#984ea3	NA
tial1239	Santo	Santo	Tiale	tial1239	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	wordlist	Santo	-15.2334	166.842	Austronesian	#984ea3	#4daf4a
tiko1237	Tikopia	Tikopia	Tikopia	tiko1237	language	SB	Remote Oceania	Polynesian Outlier	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar_sketch	Tikopia	-12.2766	168.822	Austronesian	#377eb8	#e41a1c
tiri1258	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Tiri-Mea	tiri1258	language	NC	Remote Oceania	New Caledonia	Melanesia	New Caledonia	New Caledonia	Papunesia	grammar	Kanaky (New Caledonia main island)	-21.8147	165.792	Austronesian	#4daf4a	#ff8a2b
tobi1238	Tobi	Tobi	Tobian	tobi1238	language	PW	Remote Oceania	Micronesian	Micronesia	Micronesia	Micronesia	Papunesia	wordlist	Tobi	3.004528	131.171295	Austronesian	#e41a1c	#984ea3
toke1240	Tokelau	Tokelau	Tokelau	toke1240	language	TK	Remote Oceania	Western Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Tokelau	-9.227642	-171.780833	Austronesian	#377eb8	#e41a1c
tolo1255	Santo	Santo	Tolomako	tolo1255	language	VU	Remote Oceania	Vanuatu plus Santa Cruz and Reef	Melanesia	Vanuatu and Temotu	Central Vanuatu	Papunesia	grammar_sketch	Santo	-15.1569	166.772	Austronesian	#984ea3	#4daf4a
tong1325	Tonga	Tonga	Tonga (Tonga Islands)	tong1325	language	TO	Remote Oceania	Western Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	grammar	Tonga	-21.17	-175.25	Austronesian	#377eb8	#e41a1c
tuam1242	Napuka, Tuamotu, Puka-puka, Tatakoto, Reao, Hereheretue, Nukutaveke, Marutea, Tureia, Morane	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Tuamotuan	tuam1242	language	PF	Remote Oceania	Eastern Polynesia	Polynesia	Central Pacific	Central Pacific	Papunesia	dictionary	Tuamotu	-16.17259	-146.321755	Austronesian	#377eb8	#e41a1c
